identifier,creatureType,Time,CanReproduce,CanGrow,CanAttack,Energy,MaxEnergy,Size,Age,Activity,herbivores,carnivores,plants,herbivores_e,carnivores_e,plants_e
12,1,37,0,0,0,0.8487749,10,1,1.522015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.849475,5,1,1.515015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6343393,5,1,3.665917,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179606,5,4.298342,3.561924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7265546,5,1,2.743984,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8343725,5,1,1.666022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8486749,10,1,1.523015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.849375,5,1,1.516015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6342393,5,1,3.666917,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179506,5,4.298342,3.562924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7264546,5,1,2.744983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8342725,5,1,1.667022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8485749,10,1,1.524015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.849275,5,1,1.517015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6341393,5,1,3.667917,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179406,5,4.298342,3.563924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7263546,5,1,2.745983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8341725,5,1,1.668022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8484749,10,1,1.525015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.849175,5,1,1.518015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6340393,5,1,3.668916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179306,5,4.298342,3.564924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7262546,5,1,2.746983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8340725,5,1,1.669022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8483748,10,1,1.526015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.849075,5,1,1.519015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6339393,5,1,3.669916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179206,5,4.298342,3.565924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7261546,5,1,2.747983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8339725,5,1,1.670022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8482748,10,1,1.527015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8489749,5,1,1.520015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6338392,5,1,3.670916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179106,5,4.298342,3.566924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7260545,5,1,2.748983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8338724,5,1,1.671022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8481748,10,1,1.528015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8488749,5,1,1.521015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6337392,5,1,3.671916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.179007,5,4.298342,3.567924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7259545,5,1,2.749983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8337724,5,1,1.672022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8480748,10,1,1.529015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8487749,5,1,1.522015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6336392,5,1,3.672916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178907,5,4.298342,3.568924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7258545,5,1,2.750983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8336724,5,1,1.673022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8479748,10,1,1.530015,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8486749,5,1,1.523015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6335392,5,1,3.673916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178807,5,4.298342,3.569924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7257545,5,1,2.751983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8335724,5,1,1.674022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8478748,10,1,1.531016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8485749,5,1,1.524015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6334392,5,1,3.674916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178707,5,4.298342,3.570924,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7256545,5,1,2.752983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8334724,5,1,1.675022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8477747,10,1,1.532016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8484749,5,1,1.525015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6333392,5,1,3.675916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178607,5,4.298342,3.571923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7255545,5,1,2.753983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8333724,5,1,1.676022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8476747,10,1,1.533016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8483748,5,1,1.526015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6332392,5,1,3.676916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178507,5,4.298342,3.572923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7254544,5,1,2.754983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8332723,5,1,1.677022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8475747,10,1,1.534016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8482748,5,1,1.527015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6331391,5,1,3.677916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178407,5,4.298342,3.573923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7253544,5,1,2.755983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8331723,5,1,1.678022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8474747,10,1,1.535016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8481748,5,1,1.528015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6330391,5,1,3.678916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178307,5,4.298342,3.574923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7252544,5,1,2.756983,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8330723,5,1,1.679022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8473747,10,1,1.536016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8480748,5,1,1.529015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6329391,5,1,3.679916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178207,5,4.298342,3.575923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7251544,5,1,2.757982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8329723,5,1,1.680022,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8472747,10,1,1.537016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8479748,5,1,1.530015,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6328391,5,1,3.680916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178108,5,4.298342,3.576923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7250544,5,1,2.758982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8328723,5,1,1.681023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8471746,10,1,1.538016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8478748,5,1,1.531016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6327391,5,1,3.681916,3,7,2,0,7,2,0
8,0,37,0,0,0,2.178008,5,4.298342,3.577923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7249544,5,1,2.759982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8327723,5,1,1.682023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8470746,10,1,1.539016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8477747,5,1,1.532016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6326391,5,1,3.682915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177908,5,4.298342,3.578923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7248544,5,1,2.760982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8326722,5,1,1.683023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8469746,10,1,1.540016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8476747,5,1,1.533016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.632539,5,1,3.683915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177808,5,4.298342,3.579923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7247543,5,1,2.761982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8325722,5,1,1.684023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8468746,10,1,1.541016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8475747,5,1,1.534016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.632439,5,1,3.684915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177708,5,4.298342,3.580923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7246543,5,1,2.762982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8324722,5,1,1.685023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8467746,10,1,1.542016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8474747,5,1,1.535016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.632339,5,1,3.685915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177608,5,4.298342,3.581923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7245543,5,1,2.763982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8323722,5,1,1.686023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8466746,10,1,1.543016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8473747,5,1,1.536016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.632239,5,1,3.686915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177508,5,4.298342,3.582923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7244543,5,1,2.764982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8322722,5,1,1.687023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8465745,10,1,1.544016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8472747,5,1,1.537016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.632139,5,1,3.687915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177408,5,4.298342,3.583923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7243543,5,1,2.765982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8321722,5,1,1.688023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8464745,10,1,1.545016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8471746,5,1,1.538016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.632039,5,1,3.688915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177308,5,4.298342,3.584923,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7242543,5,1,2.766982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8320721,5,1,1.689023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8463745,10,1,1.546016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8470746,5,1,1.539016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6319389,5,1,3.689915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177208,5,4.298342,3.585922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7241542,5,1,2.767982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8319721,5,1,1.690023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8462745,10,1,1.547016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8469746,5,1,1.540016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6318389,5,1,3.690915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177109,5,4.298342,3.586922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7240542,5,1,2.768982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8318721,5,1,1.691023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8461745,10,1,1.548016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8468746,5,1,1.541016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6317389,5,1,3.691915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.177009,5,4.298342,3.587922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7239542,5,1,2.769982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8317721,5,1,1.692023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8460745,10,1,1.549016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8467746,5,1,1.542016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6316389,5,1,3.692915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176909,5,4.298342,3.588922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7238542,5,1,2.770982,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8316721,5,1,1.693023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8459744,10,1,1.550016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8466746,5,1,1.543016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6315389,5,1,3.693915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176809,5,4.298342,3.589922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7237542,5,1,2.771981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8315721,5,1,1.694023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8458744,10,1,1.551016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8465745,5,1,1.544016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6314389,5,1,3.694915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176709,5,4.298342,3.590922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7236542,5,1,2.772981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.831472,5,1,1.695023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8457744,10,1,1.552016,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8464745,5,1,1.545016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6313388,5,1,3.695915,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176609,5,4.298342,3.591922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7235541,5,1,2.773981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.831372,5,1,1.696023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8456744,10,1,1.553017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8463745,5,1,1.546016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6312388,5,1,3.696914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176509,5,4.298342,3.592922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7234541,5,1,2.774981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.831272,5,1,1.697023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8455744,10,1,1.554017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8462745,5,1,1.547016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6311388,5,1,3.697914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176409,5,4.298342,3.593922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7233541,5,1,2.775981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.831172,5,1,1.698023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8454744,10,1,1.555017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8461745,5,1,1.548016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6310388,5,1,3.698914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176309,5,4.298342,3.594922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7232541,5,1,2.776981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.831072,5,1,1.699023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8453743,10,1,1.556017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8460745,5,1,1.549016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6309388,5,1,3.699914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.176209,5,4.298342,3.595922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7231541,5,1,2.777981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.830972,5,1,1.700023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8452743,10,1,1.557017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8459744,5,1,1.550016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6308388,5,1,3.700914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17611,5,4.298342,3.596922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7230541,5,1,2.778981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8308719,5,1,1.701023,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8451743,10,1,1.558017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8458744,5,1,1.551016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6307387,5,1,3.701914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17601,5,4.298342,3.597922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.722954,5,1,2.779981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8307719,5,1,1.702024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8450743,10,1,1.559017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8457744,5,1,1.552016,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6306387,5,1,3.702914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17591,5,4.298342,3.598922,3,7,2,0,7,2,0
9,0,37,0,0,0,0.722854,5,1,2.780981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8306719,5,1,1.703024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8449743,10,1,1.560017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8456744,5,1,1.553017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6305387,5,1,3.703914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17581,5,4.298342,3.599921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.722754,5,1,2.781981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8305719,5,1,1.704024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8448743,10,1,1.561017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8455744,5,1,1.554017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6304387,5,1,3.704914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17571,5,4.298342,3.600921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.722654,5,1,2.782981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8304719,5,1,1.705024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8447742,10,1,1.562017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8454744,5,1,1.555017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6303387,5,1,3.705914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17561,5,4.298342,3.601921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.722554,5,1,2.783981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8303719,5,1,1.706024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8446742,10,1,1.563017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8453743,5,1,1.556017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6302387,5,1,3.706914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17551,5,4.298342,3.602921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.722454,5,1,2.784981,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8302718,5,1,1.707024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8445742,10,1,1.564017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8452743,5,1,1.557017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6301386,5,1,3.707914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17541,5,4.298342,3.603921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7223539,5,1,2.78598,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8301718,5,1,1.708024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8444742,10,1,1.565017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8451743,5,1,1.558017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6300386,5,1,3.708914,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17531,5,4.298342,3.604921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7222539,5,1,2.78698,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8300718,5,1,1.709024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8443742,10,1,1.566017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8450743,5,1,1.559017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6299386,5,1,3.709913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.17521,5,4.298342,3.605921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7221539,5,1,2.78798,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8299718,5,1,1.710024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8442742,10,1,1.567017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8449743,5,1,1.560017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6298386,5,1,3.710913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.175111,5,4.298342,3.606921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7220539,5,1,2.78898,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8298718,5,1,1.711024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8441741,10,1,1.568017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8448743,5,1,1.561017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6297386,5,1,3.711913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.175011,5,4.298342,3.607921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7219539,5,1,2.78998,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8297718,5,1,1.712024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8440741,10,1,1.569017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8447742,5,1,1.562017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6296386,5,1,3.712913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174911,5,4.298342,3.608921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7218539,5,1,2.79098,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8296717,5,1,1.713024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8439741,10,1,1.570017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8446742,5,1,1.563017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6295385,5,1,3.713913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174811,5,4.298342,3.609921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7217538,5,1,2.79198,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8295717,5,1,1.714024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8438741,10,1,1.571017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8445742,5,1,1.564017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6294385,5,1,3.714913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174711,5,4.298342,3.610921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7216538,5,1,2.79298,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8294717,5,1,1.715024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8437741,10,1,1.572017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8444742,5,1,1.565017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6293385,5,1,3.715913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174611,5,4.298342,3.611921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7215538,5,1,2.79398,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8293717,5,1,1.716024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.8436741,10,1,1.573017,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8443742,5,1,1.566017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6292385,5,1,3.716913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174511,5,4.298342,3.612921,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7214538,5,1,2.79498,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8292717,5,1,1.717024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.843574,10,1,1.574018,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8442742,5,1,1.567017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6291385,5,1,3.717913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174411,5,4.298342,3.61392,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7213538,5,1,2.79598,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8291717,5,1,1.718024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.843474,10,1,1.575018,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8441741,5,1,1.568017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6290385,5,1,3.718913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174311,5,4.298342,3.61492,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7212538,5,1,2.79698,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8290716,5,1,1.719024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.843374,10,1,1.576018,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8440741,5,1,1.569017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6289384,5,1,3.719913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174212,5,4.298342,3.61592,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7211537,5,1,2.79798,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8289716,5,1,1.720024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.843274,10,1,1.577018,1,7,2,0,7,2,0
13,0,37,0,0,0,0.8439741,5,1,1.570017,3,7,2,0,7,2,0
7,0,37,0,0,0,0.6288384,5,1,3.720913,3,7,2,0,7,2,0
8,0,37,0,0,0,2.174112,5,4.298342,3.61692,3,7,2,0,7,2,0
9,0,37,0,0,0,0.7210537,5,1,2.79898,3,7,2,0,7,2,0
11,0,37,0,0,0,0.8288716,5,1,1.721024,2,7,2,0,7,2,0
12,1,37,0,0,0,0.843174,10,1,1.578018,1,7,2,0,7,2,0
